Score,ID,Sutur,Scorer,Time,Session,Sex,Age,PersBase,PersSut,SuturFinal,SutFinalAdjusted,SutFinalLog,Time1,Tim1Sqrt,Time2,Time2Sqrt,TaskName
28,7,0,1,4:45,2,Male,25,0.004680264,0.005248217,0.000567953,0.01892903,-3.967058557,285,16.88194302,285,16.88194302,Cutting
22,8,0,1,4:00,2,Male,22,0.008557117,0.00604693,-0.002510187,0.015850891,-4.144529587,240,15.49193338,240,15.49193338,Cutting
16,10,0,1,3:05,2,Male,24,0.006689656,NA,NA,NA,NA,185,13.60147051,185,13.60147051,Cutting
14,11,0,1,3:10,2,Male,22,0.008027844,0.006173841,-0.001854004,0.016507073,-4.103966294,190,13.78404875,190,13.78404875,Cutting
18,12,0,1,4:30,2,Male,23,0.006268308,0.007531675,0.001263367,0.019624444,-3.93097933,270,16.43167673,270,16.43167673,Cutting
17,13,0,1,1:55,2,Male,22,0.006099068,0.005741809,-0.000357259,0.018003818,-4.017171425,115,10.72380529,115,10.72380529,Cutting
23,19,0,1,2:30,2,Female,23,0.006964775,0.007673489,0.000708714,0.019069791,-3.959649798,150,12.24744871,150,12.24744871,Cutting
24,21,0,1,5:30,2,Female,22,0.00950609,0.009289895,-0.000216196,0.018144882,-4.009366764,330,18.16590212,330,18.16590212,Cutting
22,22,0,1,3:10,2,Female,26,0.006569979,0.008766771,0.002196792,0.02055787,-3.884511459,190,13.78404875,190,13.78404875,Cutting
25,24,0,1,3:05,2,Female,25,0.009001595,0.007472633,-0.001528961,0.016832116,-4.084466549,185,13.60147051,185,13.60147051,Cutting
24,26,0,1,2:30,2,Female,22,0.00480079,0.004893281,9.25E-05,0.018453569,-3.992497512,150,12.24744871,150,12.24744871,Cutting
18,1,0,2,5:59,2,Male,22,0.008652118,0.009799286,0.001147167,0.019508245,-3.936918096,359,18.94729532,359,18.94729532,Cutting
20,2,0,2,4:15,2,Male,23,0.012602266,0.0065465,-0.006055766,0.012305311,-4.397724284,255,15.96871942,255,15.96871942,Cutting
23,3,0,2,7:50,2,Male,23,0.006118958,0.009439193,0.003320235,0.021681313,-3.831304564,470,21.67948339,470,21.67948339,Cutting
12,4,0,2,3:00,2,Male,23,0.006194256,0.006809658,0.000615403,0.01897648,-3.964554968,180,13.41640786,180,13.41640786,Cutting
24,7,0,2,4:45,2,Male,25,0.004680264,0.005248217,0.000567953,0.01892903,-3.967058557,285,16.88194302,285,16.88194302,Cutting
20,8,0,2,4:00,2,Male,22,0.008557117,0.00604693,-0.002510187,0.015850891,-4.144529587,240,15.49193338,240,15.49193338,Cutting
17,10,0,2,3:05,2,Male,24,0.006689656,NA,NA,NA,NA,185,13.60147051,185,13.60147051,Cutting
12,11,0,2,3:10,2,Male,22,0.008027844,0.006173841,-0.001854004,0.016507073,-4.103966294,190,13.78404875,190,13.78404875,Cutting
20,12,0,2,4:30,2,Male,23,0.006268308,0.007531675,0.001263367,0.019624444,-3.93097933,270,16.43167673,270,16.43167673,Cutting
20,13,0,2,1:55,2,Male,22,0.006099068,0.005741809,-0.000357259,0.018003818,-4.017171425,115,10.72380529,115,10.72380529,Cutting
24,19,0,2,2:30,2,Female,23,0.006964775,0.007673489,0.000708714,0.019069791,-3.959649798,150,12.24744871,150,12.24744871,Cutting
21,21,0,2,5:30,2,Female,22,0.00950609,0.009289895,-0.000216196,0.018144882,-4.009366764,330,18.16590212,330,18.16590212,Cutting
21,22,0,2,3:10,2,Female,26,0.006569979,0.008766771,0.002196792,0.02055787,-3.884511459,190,13.78404875,190,13.78404875,Cutting
23,24,0,2,3:05,2,Female,25,0.009001595,0.007472633,-0.001528961,0.016832116,-4.084466549,185,13.60147051,185,13.60147051,Cutting
25,26,0,2,2:30,2,Female,22,0.00480079,0.004893281,9.25E-05,0.018453569,-3.992497512,150,12.24744871,150,12.24744871,Cutting
23,1,0,1,8:07,3,Male,22,0.007832819,0.006973837,-0.000858981,0.017502096,-4.045434636,487,22.06807649,487,22.06807649,Cutting
22,2,0,1,5:05,3,Male,23,0.007284234,0.008342573,0.001058339,0.019419417,-3.941481858,305,17.4642492,305,17.4642492,Cutting
24,3,0,1,4:20,3,Male,23,0.006742984,0.006829193,8.62E-05,0.018447287,-3.992837992,260,16.1245155,260,16.1245155,Cutting
15,4,0,1,2:10,3,Male,23,0.007885061,0.008003477,0.000118416,0.018479493,-3.991093631,130,11.40175425,130,11.40175425,Cutting
29,7,0,1,3:00,3,Male,25,0.005733069,0.006460174,0.000727105,0.019088183,-3.958685849,180,13.41640786,180,13.41640786,Cutting
24,8,0,1,4:35,3,Male,22,0.00772889,0.005561151,-0.002167739,0.016193339,-4.123155311,275,16.58312395,275,16.58312395,Cutting
18,10,0,1,2:50,3,Male,24,0.006883706,0.008196846,0.00131314,0.019674217,-3.928446272,170,13.03840481,170,13.03840481,Cutting
15,11,0,1,2:05,3,Male,22,0.009000026,0.011746738,0.002746713,0.02110779,-3.858113118,125,11.18033989,125,11.18033989,Cutting
23,12,0,1,5:30,3,Male,23,0.006280287,0.008561239,0.002280952,0.02064203,-3.880426005,330,18.16590212,330,18.16590212,Cutting
25,13,0,1,1:45,3,Male,22,0.005062228,0.005092271,3.00E-05,0.01839112,-3.995887337,105,10.24695077,105,10.24695077,Cutting
24,19,0,1,2:50,3,Female,23,0.007526014,0.008039198,0.000513184,0.018874262,-3.969956092,170,13.03840481,170,13.03840481,Cutting
26,21,0,1,1:55,3,Female,22,0.008584695,0.008016287,-0.000568409,0.017792669,-4.028968783,115,10.72380529,115,10.72380529,Cutting
23,22,0,1,4:30,3,Female,26,0.006974816,0.008239999,0.001265183,0.01962626,-3.930886792,270,16.43167673,270,16.43167673,Cutting
25,24,0,1,5:20,3,Female,25,0.00697524,0.008025719,0.001050479,0.019411557,-3.941886676,320,17.88854382,320,17.88854382,Cutting
27,26,0,1,4:30,3,Female,22,0.005298562,0.005862512,0.00056395,0.018925027,-3.967270057,270,16.43167673,270,16.43167673,Cutting
23,1,0,2,8:07,3,Male,22,0.007832819,0.006973837,-0.000858981,0.017502096,-4.045434636,487,22.06807649,487,22.06807649,Cutting
23,2,0,2,5:05,3,Male,23,0.007284234,0.008342573,0.001058339,0.019419417,-3.941481858,305,17.4642492,305,17.4642492,Cutting
26,3,0,2,4:20,3,Male,23,0.006742984,0.006829193,8.62E-05,0.018447287,-3.992837992,260,16.1245155,260,16.1245155,Cutting
14,4,0,2,2:10,3,Male,23,0.007885061,0.008003477,0.000118416,0.018479493,-3.991093631,130,11.40175425,130,11.40175425,Cutting
28,7,0,2,3:00,3,Male,25,0.005733069,0.006460174,0.000727105,0.019088183,-3.958685849,180,13.41640786,180,13.41640786,Cutting
25,8,0,2,4:35,3,Male,22,0.00772889,0.005561151,-0.002167739,0.016193339,-4.123155311,275,16.58312395,275,16.58312395,Cutting
19,10,0,2,2:50,3,Male,24,0.006883706,0.008196846,0.00131314,0.019674217,-3.928446272,170,13.03840481,170,13.03840481,Cutting
14,11,0,2,2:05,3,Male,22,0.009000026,0.011746738,0.002746713,0.02110779,-3.858113118,125,11.18033989,125,11.18033989,Cutting
25,12,0,2,5:30,3,Male,23,0.006280287,0.008561239,0.002280952,0.02064203,-3.880426005,330,18.16590212,330,18.16590212,Cutting
23,13,0,2,1:45,3,Male,22,0.005062228,0.005092271,3.00E-05,0.01839112,-3.995887337,105,10.24695077,105,10.24695077,Cutting
26,19,0,2,2:50,3,Female,23,0.007526014,0.008039198,0.000513184,0.018874262,-3.969956092,170,13.03840481,170,13.03840481,Cutting
24,21,0,2,1:55,3,Female,22,0.008584695,0.008016287,-0.000568409,0.017792669,-4.028968783,115,10.72380529,115,10.72380529,Cutting
24,22,0,2,4:30,3,Female,26,0.006974816,0.008239999,0.001265183,0.01962626,-3.930886792,270,16.43167673,270,16.43167673,Cutting
23,24,0,2,5:20,3,Female,25,0.00697524,0.008025719,0.001050479,0.019411557,-3.941886676,320,17.88854382,320,17.88854382,Cutting
22,26,0,2,4:30,3,Female,22,0.005298562,0.005862512,0.00056395,0.018925027,-3.967270057,270,16.43167673,270,16.43167673,Cutting
22,1,0,1,2:33,4,Male,22,NA,NA,NA,NA,NA,153,12.36931688,153,12.36931688,Cutting
23,2,0,1,3:20,4,Male,23,0.006479966,0.006547132,6.72E-05,0.018428244,-3.99387079,200,14.14213562,200,14.14213562,Cutting
24,3,0,1,3:45,4,Male,23,0.006272187,0.009259306,0.002987119,0.021348196,-3.84678804,225,15,225,15,Cutting
14,4,0,1,2:15,4,Male,23,0.007415427,0.007506992,9.16E-05,0.018452642,-3.992547709,135,11.61895004,135,11.61895004,Cutting
28,7,0,1,2:50,4,Male,25,0.009025241,0.006820336,-0.002204906,0.016156172,-4.125453144,170,13.03840481,170,13.03840481,Cutting
28,8,0,1,4:25,4,Male,22,0.006478232,0.006693889,0.000215657,0.018576735,-3.985845297,265,16.2788206,265,16.2788206,Cutting
19,10,0,1,2:15,4,Male,24,0.007354116,0.007729419,0.000375303,0.018736381,-3.977288162,135,11.61895004,135,11.61895004,Cutting
13,11,0,1,3:00,4,Male,22,0.007498998,0.009856716,0.002357718,0.020718796,-3.87671398,180,13.41640786,180,13.41640786,Cutting
27,12,0,1,3:20,4,Male,23,0.006564055,0.009219518,0.002655464,0.021016541,-3.862445476,200,14.14213562,200,14.14213562,Cutting
25,13,0,1,1:30,4,Male,22,0.005510568,0.004842727,-0.000667841,0.017693236,-4.034572834,90,9.486832981,90,9.486832981,Cutting
27,19,0,1,2:25,4,Female,23,0.006194297,0.007106913,0.000912617,0.019273694,-3.949014111,145,12.04159458,145,12.04159458,Cutting
28,21,0,1,1:50,4,Female,22,0.006481278,0.007349012,0.000867734,0.019228812,-3.951345525,110,10.48808848,110,10.48808848,Cutting
26,22,0,1,4:25,4,Female,26,0.007428798,0.007938335,0.000509536,0.018870614,-3.970149403,265,16.2788206,265,16.2788206,Cutting
25,24,0,1,6:50,4,Female,25,0.006053829,0.007794351,0.001740522,0.0201016,-3.906955884,410,20.24845673,410,20.24845673,Cutting
27,26,0,1,1:15,4,Female,22,0.005275333,0.004866012,-0.000409321,0.017951756,-4.020067324,75,8.660254038,75,8.660254038,Cutting
23,1,0,2,2:33,4,Male,22,NA,NA,NA,NA,NA,153,12.36931688,153,12.36931688,Cutting
21,2,0,2,3:20,4,Male,23,0.006479966,0.006547132,6.72E-05,0.018428244,-3.99387079,200,14.14213562,200,14.14213562,Cutting
25,3,0,2,3:45,4,Male,23,0.006272187,0.009259306,0.002987119,0.021348196,-3.84678804,225,15,225,15,Cutting
15,4,0,2,2:15,4,Male,23,0.007415427,0.007506992,9.16E-05,0.018452642,-3.992547709,135,11.61895004,135,11.61895004,Cutting
27,7,0,2,2:50,4,Male,25,0.009025241,0.006820336,-0.002204906,0.016156172,-4.125453144,170,13.03840481,170,13.03840481,Cutting
25,8,0,2,4:25,4,Male,22,0.006478232,0.006693889,0.000215657,0.018576735,-3.985845297,265,16.2788206,265,16.2788206,Cutting
24,10,0,2,2:15,4,Male,24,0.007354116,0.007729419,0.000375303,0.018736381,-3.977288162,135,11.61895004,135,11.61895004,Cutting
19,11,0,2,3:00,4,Male,22,0.007498998,0.009856716,0.002357718,0.020718796,-3.87671398,180,13.41640786,180,13.41640786,Cutting
25,12,0,2,3:20,4,Male,23,0.006564055,0.009219518,0.002655464,0.021016541,-3.862445476,200,14.14213562,200,14.14213562,Cutting
22,13,0,2,1:30,4,Male,22,0.005510568,0.004842727,-0.000667841,0.017693236,-4.034572834,90,9.486832981,90,9.486832981,Cutting
27,19,0,2,2:25,4,Female,23,0.006194297,0.007106913,0.000912617,0.019273694,-3.949014111,145,12.04159458,145,12.04159458,Cutting
22,21,0,2,1:50,4,Female,22,0.006481278,0.007349012,0.000867734,0.019228812,-3.951345525,110,10.48808848,110,10.48808848,Cutting
25,22,0,2,4:25,4,Female,26,0.007428798,0.007938335,0.000509536,0.018870614,-3.970149403,265,16.2788206,265,16.2788206,Cutting
29,24,0,2,6:50,4,Female,25,0.006053829,0.007794351,0.001740522,0.0201016,-3.906955884,410,20.24845673,410,20.24845673,Cutting
24,26,0,2,1:15,4,Female,22,0.005275333,0.004866012,-0.000409321,0.017951756,-4.020067324,75,8.660254038,75,8.660254038,Cutting
22,1,0,1,4:05,5,Male,22,0.02950804,0.012146963,-0.017361077,0.001,-6.907755279,245,15.65247584,245,15.65247584,Cutting
24,2,0,1,4:25,5,Male,23,0.006701418,0.006128214,-0.000573203,0.017787874,-4.029238278,265,16.2788206,265,16.2788206,Cutting
25,3,0,1,3:15,5,Male,23,0.008157108,0.008691801,0.000534693,0.01889577,-3.968817167,195,13.96424004,195,13.96424004,Cutting
15,4,0,1,1:55,5,Male,23,0.007356058,0.007997844,0.000641786,0.019002863,-3.963165603,115,10.72380529,115,10.72380529,Cutting
25,7,0,1,3:00,5,Male,25,0.006230693,0.006462659,0.000231966,0.018593044,-3.984967763,180,13.41640786,180,13.41640786,Cutting
27,8,0,1,4:30,5,Male,22,0.007585527,0.007372626,-0.000212902,0.018148176,-4.009185238,270,16.43167673,270,16.43167673,Cutting
18,10,0,1,2:15,5,Male,24,NA,NA,NA,NA,NA,135,11.61895004,135,11.61895004,Cutting
16,11,0,1,1:20,5,Male,22,0.006326574,0.007499978,0.001173404,0.019534481,-3.935574114,80,8.94427191,80,8.94427191,Cutting
28,12,0,1,2:30,5,Male,23,0.006790488,0.009830742,0.003040255,0.021401332,-3.844302107,150,12.24744871,150,12.24744871,Cutting
29,13,0,1,1:45,5,Male,22,0.00858393,0.007661869,-0.000922061,0.017439016,-4.049045259,105,10.24695077,105,10.24695077,Cutting
27,19,0,1,2:20,5,Female,23,0.00681288,0.008316978,0.001504098,0.019865176,-3.91878704,140,11.83215957,140,11.83215957,Cutting
25,21,0,1,1:40,5,Female,22,0.006031647,0.008990092,0.002958445,0.021319522,-3.848132081,100,10,100,10,Cutting
26,22,0,1,3:30,5,Female,26,0.006856825,0.006851448,-5.38E-06,0.0183557,-3.997815134,210,14.49137675,210,14.49137675,Cutting
22,24,0,1,8:15,5,Female,25,0.00645223,0.007302603,0.000850373,0.01921145,-3.952248813,495,22.24859546,495,22.24859546,Cutting
26,26,0,1,2:10,5,Female,22,0.004764787,0.005545815,0.000781028,0.019142105,-3.955864903,130,11.40175425,130,11.40175425,Cutting
23,1,0,2,4:05,5,Male,22,0.02950804,0.012146963,-0.017361077,0.001,-6.907755279,245,15.65247584,245,15.65247584,Cutting
22,2,0,2,4:25,5,Male,23,0.006701418,0.006128214,-0.000573203,0.017787874,-4.029238278,265,16.2788206,265,16.2788206,Cutting
24,3,0,2,3:15,5,Male,23,0.008157108,0.008691801,0.000534693,0.01889577,-3.968817167,195,13.96424004,195,13.96424004,Cutting
19,4,0,2,1:55,5,Male,23,0.007356058,0.007997844,0.000641786,0.019002863,-3.963165603,115,10.72380529,115,10.72380529,Cutting
23,7,0,2,3:00,5,Male,25,0.006230693,0.006462659,0.000231966,0.018593044,-3.984967763,180,13.41640786,180,13.41640786,Cutting
25,8,0,2,4:30,5,Male,22,0.007585527,0.007372626,-0.000212902,0.018148176,-4.009185238,270,16.43167673,270,16.43167673,Cutting
21,10,0,2,2:15,5,Male,24,NA,NA,NA,NA,NA,135,11.61895004,135,11.61895004,Cutting
16,11,0,2,1:20,5,Male,22,0.006326574,0.007499978,0.001173404,0.019534481,-3.935574114,80,8.94427191,80,8.94427191,Cutting
24,12,0,2,2:30,5,Male,23,0.006790488,0.009830742,0.003040255,0.021401332,-3.844302107,150,12.24744871,150,12.24744871,Cutting
25,13,0,2,1:45,5,Male,22,0.00858393,0.007661869,-0.000922061,0.017439016,-4.049045259,105,10.24695077,105,10.24695077,Cutting
28,19,0,2,2:20,5,Female,23,0.00681288,0.008316978,0.001504098,0.019865176,-3.91878704,140,11.83215957,140,11.83215957,Cutting
26,21,0,2,1:40,5,Female,22,0.006031647,0.008990092,0.002958445,0.021319522,-3.848132081,100,10,100,10,Cutting
24,22,0,2,3:30,5,Female,26,0.006856825,0.006851448,-5.38E-06,0.0183557,-3.997815134,210,14.49137675,210,14.49137675,Cutting
24,24,0,2,8:15,5,Female,25,0.00645223,0.007302603,0.000850373,0.01921145,-3.952248813,495,22.24859546,495,22.24859546,Cutting
25,26,0,2,2:10,5,Female,22,0.004764787,0.005545815,0.000781028,0.019142105,-3.955864903,130,11.40175425,130,11.40175425,Cutting
